CUSTOMERID;TENURE;CONTRACT;MONTHLYCHARGES;INTERNETSERVICE;TECHSUPPORT;ONLINESECURITY;ONLINEBACKUP;PAYMENTMETHOD;PAPERLESSBILLING;SENIORCITIZEN;PARTNER;DEPENDENTS;SCORE_RISQUE;SEGMENT_STRATEGIQUE
8958-JPTRR;56;One year;24,3;No;No internet service;No internet service;No internet service;Electronic check;No;0;Yes;No;2;Surveillance Relationnelle
1265-HVPZB;59;One year;66,4;DSL;No;Yes;Yes;Credit card (automatic);No;0;Yes;No;2;Surveillance Relationnelle
9359-JANWS;65;Two year;58,9;DSL;Yes;Yes;No;Credit card (automatic);No;0;Yes;No;2;Surveillance Relationnelle
1552-TKMXS;42;Month-to-month;20,35;No;No internet service;No internet service;No internet service;Credit card (automatic);No;0;Yes;No;2;Surveillance Relationnelle
6418-PIQSP;62;Two year;81;DSL;Yes;Yes;No;Mailed check;No;0;Yes;No;2;Surveillance Relationnelle
5003-XZWWO;71;Two year;84,2;DSL;Yes;No;Yes;Credit card (automatic);No;0;Yes;No;2;Surveillance Relationnelle
9339-FIIJL;72;Two year;85,95;DSL;Yes;No;Yes;Bank transfer (automatic);No;0;Yes;No;2;Surveillance Relationnelle
4304-TSPVK;68;Two year;114,9;Fiber optic;Yes;Yes;Yes;Bank transfer (automatic);No;0;Yes;No;2;Surveillance Relationnelle
9251-WNSOD;67;One year;75,1;DSL;No;Yes;Yes;Mailed check;No;0;Yes;No;2;Surveillance Relationnelle
6974-DAFLI;55;One year;19,7;No;No internet service;No internet service;No internet service;Electronic check;No;0;Yes;No;2;Surveillance Relationnelle
9674-EHPPG;46;Two year;40,4;DSL;Yes;Yes;No;Credit card (automatic);No;0;Yes;No;2;Surveillance Relationnelle
0635-WKOLD;40;One year;70,75;DSL;Yes;No;Yes;Credit card (automatic);No;0;Yes;No;2;Surveillance Relationnelle
3547-LQRIK;47;One year;26,9;No;No internet service;No internet service;No internet service;Electronic check;No;0;Yes;No;2;Surveillance Relationnelle
8205-VSLRB;70;Two year;77,3;DSL;Yes;Yes;No;Credit card (automatic);No;0;Yes;No;2;Surveillance Relationnelle
8189-DUKMV;4;One year;20,5;No;No internet service;No internet service;No internet service;Bank transfer (automatic);No;0;Yes;No;2;Surveillance Relationnelle
0496-AHOOK;24;One year;74,4;DSL;Yes;Yes;No;Bank transfer (automatic);No;0;Yes;No;2;Surveillance Relationnelle
9766-HGEDE;17;One year;19,35;No;No internet service;No internet service;No internet service;Mailed check;No;0;Yes;No;2;Surveillance Relationnelle
0378-CJKPV;72;Two year;112,1;Fiber optic;Yes;Yes;Yes;Credit card (automatic);No;0;Yes;No;2;Surveillance Relationnelle
0853-TWRVK;72;Two year;105,6;Fiber optic;Yes;Yes;Yes;Bank transfer (automatic);No;0;Yes;No;2;Surveillance Relationnelle
8039-EQPIM;69;Two year;60,25;DSL;Yes;Yes;No;Bank transfer (automatic);No;0;Yes;No;2;Surveillance Relationnelle
5296-PSYVW;72;Two year;24,55;No;No internet service;No internet service;No internet service;Electronic check;No;0;Yes;No;2;Surveillance Relationnelle
1245-HARPS;14;Two year;20,4;No;No internet service;No internet service;No internet service;Mailed check;No;0;Yes;No;2;Surveillance Relationnelle
9194-GFVOI;42;Two year;84,35;DSL;Yes;Yes;No;Credit card (automatic);No;0;Yes;No;2;Surveillance Relationnelle
2706-QZIHY;15;Two year;25,2;No;No internet service;No internet service;No internet service;Mailed check;No;0;Yes;No;2;Surveillance Relationnelle
9139-TWBAS;26;One year;47,85;DSL;No;Yes;Yes;Bank transfer (automatic);No;0;Yes;No;2;Surveillance Relationnelle
6242-FEGFD;66;Two year;96,6;Fiber optic;Yes;Yes;Yes;Mailed check;No;0;Yes;No;2;Surveillance Relationnelle
7688-AWMDX;71;Two year;54,5;DSL;Yes;Yes;No;Bank transfer (automatic);No;0;Yes;No;2;Surveillance Relationnelle
1137-DGOWI;30;One year;70,25;DSL;Yes;No;Yes;Bank transfer (automatic);No;0;Yes;No;2;Surveillance Relationnelle
5989-AXPUC;68;Two year;118,6;Fiber optic;Yes;Yes;Yes;Mailed check;No;0;Yes;No;2;Surveillance Relationnelle
9938-ZREHM;37;One year;72,1;DSL;Yes;No;Yes;Mailed check;No;0;Yes;No;2;Surveillance Relationnelle
5914-GXMDA;32;One year;19,3;No;No internet service;No internet service;No internet service;Mailed check;No;0;Yes;No;2;Surveillance Relationnelle
2649-HWLYB;65;Two year;76,15;DSL;Yes;Yes;No;Bank transfer (automatic);No;0;Yes;No;2;Surveillance Relationnelle
9253-VIFJQ;65;One year;67,05;DSL;No;Yes;Yes;Credit card (automatic);No;0;Yes;No;2;Surveillance Relationnelle
0906-QVPMS;72;Two year;115,15;Fiber optic;Yes;Yes;Yes;Bank transfer (automatic);No;0;Yes;No;2;Surveillance Relationnelle
3146-JTQHR;10;One year;19,6;No;No internet service;No internet service;No internet service;Bank transfer (automatic);No;0;Yes;No;2;Surveillance Relationnelle
4664-NJCMS;33;Two year;59,55;DSL;Yes;Yes;No;Bank transfer (automatic);No;0;Yes;No;2;Surveillance Relationnelle
5324-KTGCG;71;One year;20,85;No;No internet service;No internet service;No internet service;Electronic check;No;0;Yes;No;2;Surveillance Relationnelle
0608-JDVEC;50;Two year;19,8;No;No internet service;No internet service;No internet service;Electronic check;No;0;Yes;No;2;Surveillance Relationnelle
7247-XOZPB;53;One year;77,4;DSL;Yes;Yes;No;Bank transfer (automatic);No;0;Yes;No;2;Surveillance Relationnelle
4825-FUREZ;42;Two year;20,25;No;No internet service;No internet service;No internet service;Electronic check;No;0;Yes;No;2;Surveillance Relationnelle
2400-XIWIO;71;Two year;90,1;DSL;Yes;Yes;Yes;Electronic check;No;0;Yes;No;2;Surveillance Relationnelle
3796-ENZGF;63;Two year;67,25;DSL;Yes;No;Yes;Mailed check;No;0;Yes;No;2;Surveillance Relationnelle
8513-OLYGY;72;Two year;115,8;Fiber optic;Yes;Yes;Yes;Credit card (automatic);No;0;Yes;No;2;Surveillance Relationnelle
5537-UXXVS;20;Month-to-month;19,25;No;No internet service;No internet service;No internet service;Bank transfer (automatic);No;0;Yes;No;2;Surveillance Relationnelle
5855-EIBDE;49;Two year;106,65;Fiber optic;Yes;Yes;Yes;Credit card (automatic);No;0;Yes;No;2;Surveillance Relationnelle
5176-OLSKT;66;Two year;66,9;DSL;No;Yes;Yes;Bank transfer (automatic);No;0;Yes;No;2;Surveillance Relationnelle
0052-DCKON;66;One year;115,8;Fiber optic;Yes;Yes;Yes;Bank transfer (automatic);No;0;Yes;No;2;Surveillance Relationnelle
2073-QBVBI;41;One year;35,45;DSL;Yes;No;Yes;Mailed check;No;0;Yes;No;2;Surveillance Relationnelle
6478-HRRCZ;32;One year;70,5;DSL;Yes;Yes;Yes;Mailed check;No;0;Yes;No;2;Surveillance Relationnelle
6171-ZTVYB;43;Month-to-month;66,25;DSL;Yes;Yes;Yes;Bank transfer (automatic);No;0;Yes;No;2;Surveillance Relationnelle
7929-SKFGK;70;Two year;114,3;Fiber optic;Yes;Yes;Yes;Credit card (automatic);No;0;Yes;No;2;Surveillance Relationnelle
6147-CBCRA;33;Month-to-month;20,05;No;No internet service;No internet service;No internet service;Mailed check;No;0;Yes;No;2;Surveillance Relationnelle
2296-DKZFP;65;Two year;71;DSL;No;Yes;Yes;Bank transfer (automatic);No;0;Yes;No;2;Surveillance Relationnelle
6252-DFGTK;37;One year;68,1;DSL;Yes;Yes;No;Credit card (automatic);No;0;Yes;No;2;Surveillance Relationnelle
2990-OGYTD;67;Two year;86,15;DSL;Yes;No;Yes;Bank transfer (automatic);No;0;Yes;No;2;Surveillance Relationnelle
6953-PBDIN;70;Two year;72,95;DSL;Yes;No;Yes;Bank transfer (automatic);No;0;Yes;No;2;Surveillance Relationnelle
1414-YADCW;70;Two year;84,6;Fiber optic;Yes;Yes;Yes;Bank transfer (automatic);No;0;Yes;No;2;Surveillance Relationnelle
2061-VVFST;37;Month-to-month;19,5;No;No internet service;No internet service;No internet service;Bank transfer (automatic);No;0;Yes;No;2;Surveillance Relationnelle
3585-YNADK;57;One year;74,6;DSL;Yes;No;Yes;Bank transfer (automatic);No;0;Yes;No;2;Surveillance Relationnelle
8085-MSNLK;62;Two year;113,95;Fiber optic;Yes;Yes;Yes;Mailed check;No;0;Yes;No;2;Surveillance Relationnelle
7619-PLRLP;53;One year;74,1;DSL;No;Yes;Yes;Bank transfer (automatic);No;0;Yes;No;2;Surveillance Relationnelle
6508-NJYRO;15;One year;18,8;No;No internet service;No internet service;No internet service;Mailed check;No;0;Yes;No;2;Surveillance Relationnelle
9281-CEDRU;68;Two year;64,1;DSL;Yes;No;Yes;Bank transfer (automatic);No;0;Yes;No;2;Surveillance Relationnelle
6549-BTYPG;60;Two year;60,8;DSL;Yes;No;Yes;Credit card (automatic);No;0;Yes;No;2;Surveillance Relationnelle
3214-IYUUQ;61;One year;93,7;Fiber optic;Yes;Yes;Yes;Bank transfer (automatic);No;0;Yes;No;2;Surveillance Relationnelle
1952-DVVSW;10;One year;20,1;No;No internet service;No internet service;No internet service;Mailed check;No;0;Yes;No;2;Surveillance Relationnelle
6727-IOTLZ;14;Two year;81,95;DSL;Yes;No;Yes;Mailed check;No;0;Yes;No;3;Surveillance Relationnelle
1744-JHKYS;34;Month-to-month;24,7;No;No internet service;No internet service;No internet service;Electronic check;No;0;Yes;No;3;Surveillance Relationnelle
8017-UVSZU;40;Month-to-month;56,6;DSL;No;No;Yes;Credit card (automatic);No;0;Yes;No;4;Surveillance Relationnelle
8091-TTVAX;58;One year;100,35;Fiber optic;No;No;No;Credit card (automatic);No;0;Yes;No;5;Surveillance Relationnelle
3016-KSVCP;29;Month-to-month;33,75;DSL;No;No;No;Mailed check;No;0;Yes;No;5;Surveillance Relationnelle
0104-PPXDV;58;One year;50,3;DSL;No;No;No;Credit card (automatic);No;0;Yes;No;4;Surveillance Relationnelle
4237-CLSMM;2;Month-to-month;20;No;No internet service;No internet service;No internet service;Mailed check;No;0;Yes;No;3;Surveillance Relationnelle
4104-PVRPS;24;Month-to-month;53,6;DSL;Yes;Yes;No;Mailed check;No;0;Yes;No;3;Surveillance Relationnelle
5016-IBERQ;23;Month-to-month;84,25;Fiber optic;No;No;Yes;Electronic check;No;0;Yes;No;6;Surveillance Relationnelle
9931-KGHOA;46;Month-to-month;55;DSL;No;Yes;No;Bank transfer (automatic);No;0;Yes;No;4;Surveillance Relationnelle
1206-EHBDD;56;Two year;80,3;Fiber optic;No;Yes;No;Bank transfer (automatic);No;0;Yes;No;4;Surveillance Relationnelle
2826-UWHIS;45;Month-to-month;81,4;Fiber optic;No;No;Yes;Bank transfer (automatic);No;0;Yes;No;5;Surveillance Relationnelle
1173-NOEYG;27;Month-to-month;90,15;Fiber optic;No;No;No;Bank transfer (automatic);No;0;Yes;No;6;Surveillance Relationnelle
0139-IVFJG;2;Month-to-month;90,35;Fiber optic;No;Yes;Yes;Electronic check;No;0;Yes;No;6;Surveillance Relationnelle
3137-NYQQI;17;One year;64,8;DSL;No;Yes;Yes;Mailed check;No;0;Yes;No;3;Surveillance Relationnelle
3224-DFQNQ;66;One year;89;Fiber optic;Yes;Yes;Yes;Electronic check;No;0;Yes;No;3;Surveillance Relationnelle
2446-ZKVAF;18;Month-to-month;56,8;DSL;No;No;Yes;Credit card (automatic);No;0;Yes;No;4;Surveillance Relationnelle
0668-OGMHD;21;Month-to-month;28,5;DSL;No;Yes;No;Electronic check;No;0;Yes;No;6;Surveillance Relationnelle
6766-HFKLA;56;Two year;103,2;Fiber optic;Yes;No;No;Bank transfer (automatic);No;0;Yes;No;4;Surveillance Relationnelle
6475-VHUIZ;23;Month-to-month;54,25;DSL;Yes;No;No;Electronic check;No;0;Yes;No;5;Surveillance Relationnelle
3733-LSYCE;15;Month-to-month;75,35;Fiber optic;No;No;Yes;Bank transfer (automatic);No;0;Yes;No;6;Surveillance Relationnelle
1730-VFMWO;34;Month-to-month;50,2;DSL;Yes;No;No;Bank transfer (automatic);No;0;Yes;No;4;Surveillance Relationnelle
4646-QZXTF;7;Month-to-month;81,25;DSL;Yes;Yes;No;Bank transfer (automatic);No;0;Yes;No;4;Surveillance Relationnelle
1958-RNRKS;30;Month-to-month;49,9;DSL;No;No;No;Electronic check;No;0;Yes;No;6;Surveillance Relationnelle
8226-BXGES;64;One year;89,45;Fiber optic;No;Yes;Yes;Bank transfer (automatic);No;0;Yes;No;3;Surveillance Relationnelle
7801-CEDNV;27;One year;48,7;DSL;No;Yes;No;Credit card (automatic);No;0;Yes;No;3;Surveillance Relationnelle
6234-PFPXL;22;Month-to-month;95,9;Fiber optic;Yes;Yes;No;Credit card (automatic);No;0;Yes;No;5;Surveillance Relationnelle
9777-WJJPR;31;Month-to-month;88,65;Fiber optic;No;No;No;Credit card (automatic);No;0;Yes;No;6;Surveillance Relationnelle
3307-TLCUD;17;Month-to-month;34,4;DSL;No;Yes;No;Mailed check;No;0;Yes;No;5;Surveillance Relationnelle
1171-TYKUR;47;Month-to-month;25,4;No;No internet service;No internet service;No internet service;Electronic check;No;0;Yes;No;3;Surveillance Relationnelle
1702-CCFNJ;52;Month-to-month;61,35;DSL;Yes;No;Yes;Bank transfer (automatic);No;0;Yes;No;3;Surveillance Relationnelle
8735-IJJEG;14;Month-to-month;50,2;DSL;No;No;No;Credit card (automatic);No;0;Yes;No;6;Surveillance Relationnelle
5619-PTMIK;46;Month-to-month;53,1;DSL;No;Yes;No;Electronic check;No;0;Yes;No;5;Surveillance Relationnelle
6227-FBDXH;69;One year;99,5;Fiber optic;No;No;No;Bank transfer (automatic);No;0;Yes;No;5;Surveillance Relationnelle
6635-CPNUN;28;Month-to-month;96,6;Fiber optic;No;No;Yes;Credit card (automatic);No;0;Yes;No;5;Surveillance Relationnelle
2586-CWXVV;54;Month-to-month;30,4;DSL;No;No;Yes;Electronic check;No;0;Yes;No;5;Surveillance Relationnelle
7554-AKDQF;6;Month-to-month;45,65;DSL;No;No;No;Mailed check;No;0;Yes;No;6;Surveillance Relationnelle
5702-SKUOB;4;Month-to-month;19,6;No;No internet service;No internet service;No internet service;Mailed check;No;0;Yes;No;3;Surveillance Relationnelle
8548-AWOFC;66;Month-to-month;63,85;DSL;Yes;No;No;Electronic check;No;0;Yes;No;5;Surveillance Relationnelle
6050-FFXES;69;Two year;105,35;Fiber optic;Yes;No;No;Bank transfer (automatic);No;0;Yes;No;4;Surveillance Relationnelle
2266-SJNAT;72;One year;109,15;Fiber optic;Yes;No;Yes;Credit card (automatic);No;0;Yes;No;3;Surveillance Relationnelle
3503-TYDAY;43;Month-to-month;80,45;Fiber optic;No;No;Yes;Electronic check;No;0;Yes;No;6;Surveillance Relationnelle
4611-ANLQC;60;One year;50,05;DSL;No;Yes;Yes;Electronic check;No;0;Yes;No;3;Surveillance Relationnelle
5781-BKHOP;72;Two year;100,65;Fiber optic;No;Yes;Yes;Bank transfer (automatic);No;0;Yes;No;3;Surveillance Relationnelle
7883-ROJOC;19;Month-to-month;44,9;DSL;No;No;No;Mailed check;No;0;Yes;No;6;Surveillance Relationnelle
4455-BFSPD;61;One year;101,15;Fiber optic;Yes;No;No;Bank transfer (automatic);No;0;Yes;No;4;Surveillance Relationnelle
5468-BPMMO;46;Month-to-month;19,6;No;No internet service;No internet service;No internet service;Electronic check;No;0;Yes;No;3;Surveillance Relationnelle
2770-NSVDG;24;Month-to-month;29,1;DSL;No;No;No;Electronic check;No;0;Yes;No;6;Surveillance Relationnelle
3638-DIMPH;13;One year;43,8;DSL;No;No;No;Electronic check;No;0;Yes;No;6;Surveillance Relationnelle
6985-HAYWX;26;Month-to-month;79,3;Fiber optic;No;No;Yes;Bank transfer (automatic);No;0;Yes;No;5;Surveillance Relationnelle
1400-WIVLL;57;Two year;107,95;Fiber optic;Yes;No;No;Electronic check;No;0;Yes;No;5;Surveillance Relationnelle
4692-NNQRU;21;One year;79,2;Fiber optic;Yes;No;No;Electronic check;No;0;Yes;No;6;Surveillance Relationnelle
7285-KLOTR;12;One year;78,85;DSL;No;Yes;No;Electronic check;No;0;Yes;No;5;Surveillance Relationnelle
3082-VQXNH;3;Month-to-month;29,8;DSL;No;No;Yes;Credit card (automatic);No;0;Yes;No;5;Surveillance Relationnelle
1936-CZAKF;49;Two year;49,65;DSL;No;No;Yes;Credit card (automatic);No;0;Yes;No;3;Surveillance Relationnelle
5294-IMHHT;53;One year;97,75;Fiber optic;Yes;No;Yes;Bank transfer (automatic);No;0;Yes;No;3;Surveillance Relationnelle
7663-CUXZB;59;Two year;113,75;Fiber optic;Yes;Yes;Yes;Electronic check;No;0;Yes;No;3;Surveillance Relationnelle
7284-ZZLOH;45;Two year;53,3;DSL;No;Yes;No;Credit card (automatic);No;0;Yes;No;3;Surveillance Relationnelle
9097-ZUBYC;14;Month-to-month;48,8;DSL;Yes;No;No;Bank transfer (automatic);No;0;Yes;No;5;Surveillance Relationnelle
4176-FXYBO;54;Month-to-month;109,55;Fiber optic;No;Yes;Yes;Electronic check;No;0;Yes;No;5;Surveillance Relationnelle
3739-YBWAB;36;One year;35,35;DSL;No;Yes;No;Mailed check;No;0;Yes;No;3;Surveillance Relationnelle
6036-TTFYU;16;Month-to-month;19,6;No;No internet service;No internet service;No internet service;Mailed check;No;0;Yes;No;3;Surveillance Relationnelle
1530-ZTDOZ;49;Month-to-month;40,65;DSL;No;Yes;No;Bank transfer (automatic);No;0;Yes;No;4;Surveillance Relationnelle
8200-LGKSR;71;Two year;83,2;DSL;Yes;Yes;No;Electronic check;No;0;Yes;No;3;Surveillance Relationnelle
8751-EDEKA;28;Month-to-month;89,9;Fiber optic;No;No;Yes;Credit card (automatic);No;0;Yes;No;5;Surveillance Relationnelle
6878-GGDWG;32;Month-to-month;19,4;No;No internet service;No internet service;No internet service;Bank transfer (automatic);No;0;Yes;No;3;Surveillance Relationnelle
0795-GMVQO;67;One year;109,9;Fiber optic;No;Yes;Yes;Credit card (automatic);No;0;Yes;No;3;Surveillance Relationnelle
6504-VBLFL;55;Two year;58,6;DSL;No;Yes;Yes;Electronic check;No;0;Yes;No;3;Surveillance Relationnelle
0330-BGYZE;60;One year;102,5;Fiber optic;No;No;Yes;Bank transfer (automatic);No;0;Yes;No;4;Surveillance Relationnelle
9494-BDNNC;66;One year;95,3;Fiber optic;No;No;Yes;Electronic check;No;0;Yes;No;5;Surveillance Relationnelle
8871-JLMHM;68;Two year;90,2;Fiber optic;Yes;No;Yes;Credit card (automatic);No;0;Yes;No;3;Surveillance Relationnelle
9592-ERDKV;37;One year;79,25;DSL;No;Yes;No;Mailed check;No;0;Yes;No;3;Surveillance Relationnelle
2150-WLKUW;40;One year;63,9;DSL;No;No;Yes;Bank transfer (automatic);No;0;Yes;No;3;Surveillance Relationnelle
6872-HXFNF;64;One year;58,35;DSL;Yes;No;No;Bank transfer (automatic);No;0;Yes;No;3;Surveillance Relationnelle
1194-HVAIF;27;Month-to-month;95;Fiber optic;No;No;No;Credit card (automatic);No;0;Yes;No;6;Surveillance Relationnelle
7995-ZHHNZ;42;One year;56,1;DSL;No;Yes;No;Credit card (automatic);No;0;Yes;No;3;Surveillance Relationnelle
7964-YESJC;24;Month-to-month;66,3;DSL;No;Yes;Yes;Mailed check;No;0;Yes;No;3;Surveillance Relationnelle
